event_name,referee,f_1,f_2,winner,num_rounds,title_fight,weight_class,gender,result,result_details,finish_round,finish_time,fight_url
UFC Fight Night: Lewis vs. Nascimento,Josh Stewart,Waldo Cortes-Acosta,Robelis Despaigne,Waldo Cortes-Acosta,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/e98eb6de29c62c9c
UFC Fight Night: Lewis vs. Nascimento,Keith Peterson,Chase Hooper,Viacheslav Borshchev,Chase Hooper,3,F,Lightweight,M,Submission,D'Arce Choke On Ground,2,3:00,http://ufcstats.com/fight-details/420a5e3b4010ebef
UFC Fight Night: Lewis vs. Nascimento,Gary Copeland,Terrance McKinney,Esteban Ribovics,Esteban Ribovics,3,F,Lightweight,M,KO/TKO,Kick to Head At Distance,1,0:37,http://ufcstats.com/fight-details/8d9bcbb48888a5a3
UFC Fight Night: Lewis vs. Nascimento,Nick Berens,Tabatha Ricci,Tecia Pennington,Tabatha Ricci,3,F,Women's Strawweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/13d8d5cd83e5b57e
UFC Fight Night: Lewis vs. Nascimento,Josh Stewart,Billy Ray Goff,Trey Waters,Trey Waters,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/ec5d705232983b87
UFC Fight Night: Lewis vs. Nascimento,Gary Copeland,Charles Johnson,Jake Hadley,Charles Johnson,3,F,Flyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/4b45f190122a1ce1
UFC Fight Night: Lewis vs. Nascimento,Josh Stewart,JJ Aldrich,Veronica Hardy,Veronica Hardy,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/ccf3b6eda4c2a564
UFC 301: Pantoja vs. Erceg,Marc Goddard,Alexandre Pantoja,Steve Erceg,Alexandre Pantoja,5,T,Flyweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/3f419fce8ba8aa0e
UFC 301: Pantoja vs. Erceg,Mike Beltran,Jose Aldo,Jonathan Martinez,Jose Aldo,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/b3d88eaea611a4a8
UFC 301: Pantoja vs. Erceg,Osiris Maia,Anthony Smith,Vitor Petrino,Anthony Smith,3,F,Light Heavyweight,M,Submission,Guillotine Choke On Ground,1,2:00,http://ufcstats.com/fight-details/a8718a3419a11e15
UFC 301: Pantoja vs. Erceg,Fernando Portella,Michel Pereira,Ihor Potieria,Michel Pereira,3,F,Middleweight,M,Submission,Guillotine Choke Standing,1,0:54,http://ufcstats.com/fight-details/3e74caa9fff4a5eb
UFC 301: Pantoja vs. Erceg,Marc Goddard,Paul Craig,Caio Borralho,Caio Borralho,3,F,Middleweight,M,KO/TKO,Punches to Head At Distance,2,2:10,http://ufcstats.com/fight-details/2db0998b24c11ea0
UFC 301: Pantoja vs. Erceg,Joao Claudio Soares,Jack Shore,Joanderson Brito,Joanderson Brito,3,F,Featherweight,M,TKO - Doctor's Stoppage,Leg cut,2,3:35,http://ufcstats.com/fight-details/c456b1950208e0b2
UFC 301: Pantoja vs. Erceg,Osiris Maia,Karolina Kowalkiewicz,Iasmin Lucindo,Iasmin Lucindo,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/c84a29f426f1aab7
UFC 301: Pantoja vs. Erceg,Fernando Portella,Elves Brener,Myktybek Orolbai,Myktybek Orolbai,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/8a121f9c48f3773c
UFC 301: Pantoja vs. Erceg,Marc Goddard,Joaquim Silva,Drakkar Klose,Drakkar Klose,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/2faf5b8d708f8e94
UFC 301: Pantoja vs. Erceg,Osiris Maia,Mauricio Ruffy,Jamie Mullarkey,Mauricio Ruffy,3,F,Lightweight,M,KO/TKO,Punches to Head At Distance,1,4:42,http://ufcstats.com/fight-details/b9de363e6b406853
UFC 301: Pantoja vs. Erceg,Fernando Portella,Dione Barbosa,Ernesta Kareckaite,Dione Barbosa,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/4661e9ca9354021e
UFC 301: Pantoja vs. Erceg,Mike Beltran,Ismael Bonfim,Vinc Pichel,Ismael Bonfim,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/89db7aca37b87711
UFC 301: Pantoja vs. Erceg,Joao Claudio Soares,Alessandro Costa,Kevin Borjas,Alessandro Costa,3,F,Flyweight,M,KO/TKO,Punches to Head From Mount,2,1:35,http://ufcstats.com/fight-details/fe0f1b418e6d3ecb
UFC Fight Night: Nicolau vs. Perez,Mark Smith,Matheus Nicolau,Alex Perez,Alex Perez,5,F,Flyweight,M,KO/TKO,Punch to Head At Distance,2,2:16,http://ufcstats.com/fight-details/a0cae57eae875820
UFC Fight Night: Nicolau vs. Perez,Herb Dean,Ryan Spann,Bogdan Guskov,Bogdan Guskov,3,F,Light Heavyweight,M,KO/TKO,Punches to Head From Guard,2,3:16,http://ufcstats.com/fight-details/f41e83de703acf85
UFC Fight Night: Nicolau vs. Perez,Jason Herzog,Ariane da Silva,Karine Silva,Karine Silva,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/45de6d0b9cf5451c
UFC Fight Night: Nicolau vs. Perez,Mark Smith,Austen Lane,Jhonata Diniz,Jhonata Diniz,3,F,Heavyweight,M,KO/TKO,Punch to Head At Distance,2,2:12,http://ufcstats.com/fight-details/dae70ccdf9e7475e
UFC Fight Night: Nicolau vs. Perez,Chris Tognoni,Jonathan Pearce,David Onama,David Onama,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/7ca5604d99220e88
UFC Fight Night: Nicolau vs. Perez,Herb Dean,Tim Means,Uros Medic,Uros Medic,3,F,Welterweight,M,KO/TKO,Punch to Head At Distance,1,2:09,http://ufcstats.com/fight-details/6ea77cb62aa2f276
UFC Fight Night: Nicolau vs. Perez,Jason Herzog,Rani Yahya,Victor Henry,Victor Henry,3,F,Bantamweight,M,KO/TKO,Punches to Head At Distance,3,2:36,http://ufcstats.com/fight-details/55231cc4112334b4
UFC Fight Night: Nicolau vs. Perez,Chris Tognoni,Austin Hubbard,Michal Figlak,Austin Hubbard,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/681cd3cc6299d652
UFC Fight Night: Nicolau vs. Perez,Mark Smith,Don'Tale Mayes,Caio Machado,Don'Tale Mayes,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/417049c7a3d65ccc
UFC Fight Night: Nicolau vs. Perez,Jason Herzog,Marnic Mann,Ketlen Souza,Ketlen Souza,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/4915c8a588513c22
UFC Fight Night: Nicolau vs. Perez,Herb Dean,James Llontop,Chris Padilla,Chris Padilla,3,F,Lightweight,M,Submission,Rear Naked Choke,1,4:33,http://ufcstats.com/fight-details/0a85b3ad328205ff
UFC Fight Night: Nicolau vs. Perez,Chris Tognoni,Ivana Petrovic,Liang Na,Ivana Petrovic,3,F,Women's Flyweight,F,Submission,Arm Triangle From Mount,3,1:29,http://ufcstats.com/fight-details/1631f70535ae5dcc
UFC Fight Night: Nicolau vs. Perez,Jason Herzog,Gabriel Benitez,Maheshate,Maheshate,3,F,Lightweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/0976778a6e6cf8a8
UFC 300: Pereira vs. Hill,Jason Herzog,Alex Pereira,Jamahal Hill,Alex Pereira,5,T,Light Heavyweight,M,KO/TKO,Punch to Head At Distance,1,3:14,http://ufcstats.com/fight-details/e4931f3ab3bf4141
UFC 300: Pereira vs. Hill,Jason Herzog,Zhang Weili,Yan Xiaonan,Zhang Weili,5,T,Women's Strawweight,F,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/66eddbe35056c06d
UFC 300: Pereira vs. Hill,Marc Goddard,Justin Gaethje,Max Holloway,Max Holloway,5,F,Lightweight,M,KO/TKO,Punch to Head At Distance,5,4:59,http://ufcstats.com/fight-details/cf5e8f98159c3971
UFC 300: Pereira vs. Hill,Mark Smith,Charles Oliveira,Arman Tsarukyan,Arman Tsarukyan,3,F,Lightweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/01f7c28804746979
UFC 300: Pereira vs. Hill,Chris Tognoni,Bo Nickal,Cody Brundage,Bo Nickal,3,F,Middleweight,M,Submission,Rear Naked Choke,2,3:38,http://ufcstats.com/fight-details/0c2e3988793b418c
UFC 300: Pereira vs. Hill,Herb Dean,Jiri Prochazka,Aleksandar Rakic,Jiri Prochazka,3,F,Light Heavyweight,M,KO/TKO,Punches to Head On Ground,2,3:17,http://ufcstats.com/fight-details/eda1e8c285a0a788
UFC 300: Pereira vs. Hill,Jason Herzog,Calvin Kattar,Aljamain Sterling,Aljamain Sterling,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/d95f21817a56eb05
UFC 300: Pereira vs. Hill,Marc Goddard,Holly Holm,Kayla Harrison,Kayla Harrison,3,F,Women's Bantamweight,F,Submission,Rear Naked Choke,2,1:47,http://ufcstats.com/fight-details/b1ac165326d8f29e
UFC 300: Pereira vs. Hill,Mark Smith,Sodiq Yusuff,Diego Lopes,Diego Lopes,3,F,Featherweight,M,KO/TKO,Punches to Head From Back Control,1,1:29,http://ufcstats.com/fight-details/538ca98010ed00ec
UFC 300: Pereira vs. Hill,Herb Dean,Jalin Turner,Renato Moicano,Renato Moicano,3,F,Lightweight,M,KO/TKO,Punches to Head From Mount,2,4:11,http://ufcstats.com/fight-details/18824fa5c15c212f
UFC 300: Pereira vs. Hill,Chris Tognoni,Jessica Andrade,Marina Rodriguez,Jessica Andrade,3,F,Women's Strawweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/603afedc31d95999
UFC 300: Pereira vs. Hill,Marc Goddard,King Green,Jim Miller,King Green,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/efdad54c8550e6e0
UFC 300: Pereira vs. Hill,Mark Smith,Deiveson Figueiredo,Cody Garbrandt,Deiveson Figueiredo,3,F,Bantamweight,M,Submission,Rear Naked Choke,2,4:02,http://ufcstats.com/fight-details/3ab0d8b344d2ebea
UFC Fight Night: Allen vs. Curtis 2,Mark Smith,Brendan Allen,Chris Curtis,Brendan Allen,5,F,Middleweight,M,Decision,Split,5,5:00,http://ufcstats.com/fight-details/3ce96bb0c69b39be
UFC Fight Night: Allen vs. Curtis 2,Jason Herzog,Alexander Hernandez,Damon Jackson,Damon Jackson,3,F,Featherweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/9c22ddb8d8fc1838
UFC Fight Night: Allen vs. Curtis 2,Keith Peterson,Morgan Charriere,Chepe Mariscal,Chepe Mariscal,3,F,Featherweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/32375b4435fea5e6
UFC Fight Night: Allen vs. Curtis 2,Chris Tognoni,Ignacio Bahamondes,Christos Giagos,Ignacio Bahamondes,3,F,Lightweight,M,KO/TKO,Kick to Head At Distance,1,3:34,http://ufcstats.com/fight-details/6ff21ea2c75c48ed
UFC Fight Night: Allen vs. Curtis 2,Keith Peterson,Trevor Peek,Charlie Campbell,Charlie Campbell,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/47f8812a335b6ce9
UFC Fight Night: Allen vs. Curtis 2,Jason Herzog,Court McGee,Alex Morono,Alex Morono,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/0b9cd718d7e329e8
UFC Fight Night: Allen vs. Curtis 2,Mark Smith,Valter Walker,Lukasz Brzeski,Lukasz Brzeski,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/ff5a8078ea85bbc7
UFC Fight Night: Allen vs. Curtis 2,Keith Peterson,Norma Dumont,Germaine de Randamie,Norma Dumont,3,F,Women's Bantamweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/188e6416157e5a1f
UFC Fight Night: Allen vs. Curtis 2,Chris Tognoni,Pedro Falcao,Victor Hugo,Victor Hugo,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/5c3b8819dbe98114
UFC Fight Night: Allen vs. Curtis 2,Jason Herzog,Dan Argueta,Jean Matsumoto,Jean Matsumoto,3,F,Bantamweight,M,Submission,Guillotine Choke After Drop to Guard,2,4:59,http://ufcstats.com/fight-details/1f7566c90343a680
UFC Fight Night: Allen vs. Curtis 2,Mark Smith,Dylan Budka,Cesar Almeida,Cesar Almeida,3,F,Middleweight,M,KO/TKO,Elbows to Head In Clinch,2,2:13,http://ufcstats.com/fight-details/3cf5e0ebb5f8322c
UFC Fight Night: Allen vs. Curtis 2,Chris Tognoni,Melissa Mullins,Nora Cornolle,Nora Cornolle,3,F,Women's Bantamweight,F,KO/TKO,Knee to Body In Clinch,2,3:06,http://ufcstats.com/fight-details/1685eecc7ef37fb5
UFC Fight Night: Blanchfield vs. Fiorot,Vitor Ribeiro,Erin Blanchfield,Manon Fiorot,Manon Fiorot,5,F,Women's Flyweight,F,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/e6d4fdad2b3422d1
UFC Fight Night: Blanchfield vs. Fiorot,Keith Peterson,Vicente Luque,Joaquin Buckley,Joaquin Buckley,3,F,Welterweight,M,KO/TKO,Punches to Head From Guard,2,3:17,http://ufcstats.com/fight-details/de12349f334c964e
UFC Fight Night: Blanchfield vs. Fiorot,Gary Copeland,Chris Weidman,Bruno Silva,Chris Weidman,3,F,Middleweight,M,Decision,Unanimous,3,2:18,http://ufcstats.com/fight-details/77992b8727382373
UFC Fight Night: Blanchfield vs. Fiorot,Vitor Ribeiro,Nursulton Ruziboev,Sedriques Dumas,Nursulton Ruziboev,3,F,Middleweight,M,KO/TKO,Punch to Head At Distance,1,3:18,http://ufcstats.com/fight-details/e30250daa73005a8
UFC Fight Night: Blanchfield vs. Fiorot,Gary Copeland,Bill Algeo,Kyle Nelson,Kyle Nelson,3,F,Featherweight,M,KO/TKO,Punches to Head At Distance,1,4:00,http://ufcstats.com/fight-details/91aa08e910fb4412
UFC Fight Night: Blanchfield vs. Fiorot,Keith Peterson,Chidi Njokuani,Rhys McKee,Chidi Njokuani,3,F,Welterweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/eb9f9f61507497a5
UFC Fight Night: Blanchfield vs. Fiorot,Keith Peterson,Nate Landwehr,Jamall Emmers,Nate Landwehr,3,F,Featherweight,M,KO/TKO,Punch to Head At Distance,1,4:43,http://ufcstats.com/fight-details/636b01ee49925e49
UFC Fight Night: Blanchfield vs. Fiorot,Vitor Ribeiro,Virna Jandiroba,Loopy Godinez,Virna Jandiroba,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/99dc6d45cbdfa322
UFC Fight Night: Blanchfield vs. Fiorot,Gary Copeland,Julio Arce,Herbert Burns,Julio Arce,3,F,Featherweight,M,KO/TKO,Punch to Head At Distance,2,2:00,http://ufcstats.com/fight-details/976abc27a4e5e26a
UFC Fight Night: Blanchfield vs. Fiorot,Keith Peterson,Dennis Buzukja,Connor Matthews,Dennis Buzukja,3,F,Featherweight,M,KO/TKO,Punch to Head At Distance,3,0:22,http://ufcstats.com/fight-details/f59cefe16905d62c
UFC Fight Night: Blanchfield vs. Fiorot,Gary Copeland,Ibo Aslan,Anton Turkalj,Ibo Aslan,3,F,Light Heavyweight,M,KO/TKO,Punch to Head At Distance,3,1:32,http://ufcstats.com/fight-details/697e38075fd41819
UFC Fight Night: Blanchfield vs. Fiorot,Gary Copeland,Andre Petroski,Jacob Malkoun,Jacob Malkoun,3,F,Middleweight,M,KO/TKO,"Kick to Body On Ground
      Petroski hit head on takedown attempt",2,0:39,http://ufcstats.com/fight-details/ce33085fc5205bab
UFC Fight Night: Blanchfield vs. Fiorot,Vitor Ribeiro,Angel Pacheco,Caolan Loughran,Caolan Loughran,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/17e8ab0065e9085f
UFC Fight Night: Ribas vs. Namajunas,Jason Herzog,Amanda Ribas,Rose Namajunas,Rose Namajunas,5,F,Women's Flyweight,F,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/faf19712bd7ea41e
UFC Fight Night: Ribas vs. Namajunas,Herb Dean,Karl Williams,Justin Tafa,Karl Williams,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/cd6452a463ec8a28
UFC Fight Night: Ribas vs. Namajunas,Mark Smith,Edmen Shahbazyan,AJ Dobson,Edmen Shahbazyan,3,F,Middleweight,M,KO/TKO,Punches to Head On Ground,1,4:33,http://ufcstats.com/fight-details/d564e3a6c77d0c85
UFC Fight Night: Ribas vs. Namajunas,Chris Tognoni,Payton Talbott,Cameron Saaiman,Payton Talbott,3,F,Bantamweight,M,KO/TKO,Punches to Head On Ground,2,0:21,http://ufcstats.com/fight-details/127be512f86618b2
UFC Fight Night: Ribas vs. Namajunas,Herb Dean,Billy Quarantillo,Youssef Zalal,Youssef Zalal,3,F,Featherweight,M,Submission,Rear Naked Choke,2,1:50,http://ufcstats.com/fight-details/72f123ddb4cc9d1c
UFC Fight Night: Ribas vs. Namajunas,Jason Herzog,Fernando Padilla,Luis Pajuelo,Fernando Padilla,3,F,Featherweight,M,Submission,D'Arce Choke Standing,1,2:45,http://ufcstats.com/fight-details/a1294453a28beda3
UFC Fight Night: Ribas vs. Namajunas,Mark Smith,Kurt Holobaugh,Trey Ogden,Trey Ogden,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/de7cb625bdec0f91
UFC Fight Night: Ribas vs. Namajunas,Chris Tognoni,Ricardo Ramos,Julian Erosa,Julian Erosa,3,F,Featherweight,M,Submission,Guillotine Choke From Guard,1,2:15,http://ufcstats.com/fight-details/8c8337ce8437fe2e
UFC Fight Night: Ribas vs. Namajunas,Herb Dean,Miles Johns,Cody Gibson,Miles Johns,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/48ff3f1bcefbf965
UFC Fight Night: Ribas vs. Namajunas,Mark Smith,Jarno Errens,Steven Nguyen,Jarno Errens,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/0e6782b758451063
UFC Fight Night: Ribas vs. Namajunas,Jason Herzog,Montserrat Rendon,Daria Zhelezniakova,Daria Zhelezniakova,3,F,Women's Bantamweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f1c3abce15ef053e
UFC Fight Night: Ribas vs. Namajunas,Chris Tognoni,Igor Severino,Andre Lima,Andre Lima,3,F,Flyweight,M,DQ,Biting by Severino,2,2:52,http://ufcstats.com/fight-details/f4ea27d942a390a5
UFC Fight Night: Ribas vs. Namajunas,Mark Smith,Mohammed Usman,Mick Parkin,Mick Parkin,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/3223b7e196a07224
UFC Fight Night: Tuivasa vs. Tybura,Herb Dean,Tai Tuivasa,Marcin Tybura,Marcin Tybura,5,F,Heavyweight,M,Submission,Rear Naked Choke,1,4:08,http://ufcstats.com/fight-details/8bc0c220f7dcefa7
UFC Fight Night: Tuivasa vs. Tybura,Mark Smith,Ovince Saint Preux,Kennedy Nzechukwu,Ovince Saint Preux,3,F,Light Heavyweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/35f9beb94b4ef9e2
UFC Fight Night: Tuivasa vs. Tybura,Chris Tognoni,Christian Rodriguez,Isaac Dulgarian,Christian Rodriguez,3,F,Featherweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/acc7392d48cc09a0
UFC Fight Night: Tuivasa vs. Tybura,Mark Smith,Pannie Kianzad,Macy Chiasson,Macy Chiasson,3,F,Women's Bantamweight,F,Submission,Rear Naked Choke,1,3:54,http://ufcstats.com/fight-details/2f414494f2b6f426
UFC Fight Night: Tuivasa vs. Tybura,Herb Dean,Gerald Meerschaert,Bryan Barberena,Gerald Meerschaert,3,F,Middleweight,M,Submission,Rear Naked Choke,2,4:23,http://ufcstats.com/fight-details/569e0ba18701c305
UFC Fight Night: Tuivasa vs. Tybura,Mike Beltran,Natan Levy,Mike Davis,Mike Davis,3,F,Lightweight,M,Submission,Arm Triangle From Mount,2,1:43,http://ufcstats.com/fight-details/4f20f3ada1489823
UFC Fight Night: Tuivasa vs. Tybura,Chris Tognoni,Josiane Nunes,Chelsea Chandler,Chelsea Chandler,3,F,Women's Bantamweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/711ec0545552455b
UFC Fight Night: Tuivasa vs. Tybura,Herb Dean,Jafel Filho,Ode Osbourne,Jafel Filho,3,F,Flyweight,M,Submission,Rear Naked Choke,1,4:27,http://ufcstats.com/fight-details/451df53c13185584
UFC Fight Night: Tuivasa vs. Tybura,Mark Smith,Josh Culibao,Danny Silva,Danny Silva,3,F,Featherweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/c26f27667c230391
UFC Fight Night: Tuivasa vs. Tybura,Mike Beltran,Jaqueline Amorim,Cory McKenna,Jaqueline Amorim,3,F,Women's Strawweight,F,Submission,Armbar On Ground,1,1:38,http://ufcstats.com/fight-details/66873dde4077bd5d
UFC Fight Night: Tuivasa vs. Tybura,Mark Smith,Thiago Moises,Mitch Ramirez,Thiago Moises,3,F,Lightweight,M,KO/TKO,Kick to Leg At Distance,3,0:15,http://ufcstats.com/fight-details/537b3cef39d2d573
UFC Fight Night: Tuivasa vs. Tybura,Chris Tognoni,Charalampos Grigoriou,Chad Anheliger,Chad Anheliger,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f1cbd73e7be64d28
UFC 299: O'Malley vs. Vera 2,Keith Peterson,Sean O'Malley,Marlon Vera,Sean O'Malley,5,T,Bantamweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/894c44c3d04aaf6f
UFC 299: O'Malley vs. Vera 2,Mike Beltran,Dustin Poirier,Benoit Saint Denis,Dustin Poirier,5,F,Lightweight,M,KO/TKO,Punch to Head At Distance,2,2:32,http://ufcstats.com/fight-details/6e73ebbd089aff5e
UFC 299: O'Malley vs. Vera 2,Dan Miragliotta,Kevin Holland,Michael Page,Michael Page,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/270edfb687c0d20c
UFC 299: O'Malley vs. Vera 2,Dan Miragliotta,Gilbert Burns,Jack Della Maddalena,Jack Della Maddalena,3,F,Welterweight,M,KO/TKO,Elbows to Head On Ground,3,3:43,http://ufcstats.com/fight-details/68f7f992603192c6
UFC 299: O'Malley vs. Vera 2,Keith Peterson,Petr Yan,Song Yadong,Petr Yan,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/9861b6d04e6ed43c
UFC 299: O'Malley vs. Vera 2,Mike Beltran,Curtis Blaydes,Jailton Almeida,Curtis Blaydes,3,F,Heavyweight,M,KO/TKO,Punches to Head On Ground,2,0:36,http://ufcstats.com/fight-details/0133019a4f1055ee
UFC 299: O'Malley vs. Vera 2,Andrew Glenn,Katlyn Cerminara,Maycee Barber,Maycee Barber,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/33658a3ca932d15d
UFC 299: O'Malley vs. Vera 2,Dan Miragliotta,Mateusz Gamrot,Rafael Dos Anjos,Mateusz Gamrot,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/8baff440b82afd2b
UFC 299: O'Malley vs. Vera 2,Keith Peterson,Pedro Munhoz,Kyler Phillips,Kyler Phillips,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/ebb758b49e82d0ed
UFC 299: O'Malley vs. Vera 2,Mike Beltran,Ion Cutelaba,Philipe Lins,Philipe Lins,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/7bc7af11050e861b
UFC 299: O'Malley vs. Vera 2,Dan Miragliotta,Michel Pereira,Michal Oleksiejczuk,Michel Pereira,3,F,Middleweight,M,Submission,Rear Naked Choke,1,1:01,http://ufcstats.com/fight-details/f0a9dfbb6f6ac852
UFC 299: O'Malley vs. Vera 2,Andrew Glenn,Robelis Despaigne,Josh Parisian,Robelis Despaigne,3,F,Heavyweight,M,KO/TKO,Punch to Head At Distance,1,0:18,http://ufcstats.com/fight-details/cbdf29f36b343f6f
UFC 299: O'Malley vs. Vera 2,Keith Peterson,CJ Vergara,Asu Almabayev,Asu Almabayev,3,F,Flyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/3d3dde60e3d59c1c
UFC 299: O'Malley vs. Vera 2,Mike Beltran,Joanne Wood,Maryna Moroz,Joanne Wood,3,F,Women's Flyweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/3677ce6c1ee06a83
UFC Fight Night: Rozenstruik vs. Gaziev,Marc Goddard,Jairzinho Rozenstruik,Shamil Gaziev,Jairzinho Rozenstruik,5,F,Heavyweight,M,KO/TKO,"to    
      Eye injury to Gaziev",4,5:00,http://ufcstats.com/fight-details/838fd9d2b14e0790
UFC Fight Night: Rozenstruik vs. Gaziev,Mark Smith,Vitor Petrino,Tyson Pedro,Vitor Petrino,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/df3cc5ec78d05a71
UFC Fight Night: Rozenstruik vs. Gaziev,Keith Peterson,Alex Perez,Muhammad Mokaev,Muhammad Mokaev,3,F,Flyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/5a82757b553c40fc
UFC Fight Night: Rozenstruik vs. Gaziev,Marc Goddard,Umar Nurmagomedov,Bekzat Almakhan,Umar Nurmagomedov,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/dcf5014e56649c2f
UFC Fight Night: Rozenstruik vs. Gaziev,Chris Tognoni,Matt Schnell,Steve Erceg,Steve Erceg,3,F,Flyweight,M,KO/TKO,Punch to Head At Distance,2,0:26,http://ufcstats.com/fight-details/024beecfd3f0ed7a
UFC Fight Night: Rozenstruik vs. Gaziev,Mark Smith,Eryk Anders,Jamie Pickett,Eryk Anders,3,F,Middleweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/32bd7ed48f5aea7e
UFC Fight Night: Rozenstruik vs. Gaziev,Keith Peterson,Vinicius Oliveira,Benardo Sopaj,Vinicius Oliveira,3,F,Bantamweight,M,KO/TKO,Flying Knee Head,3,4:41,http://ufcstats.com/fight-details/cde2f88251b73305
UFC Fight Night: Rozenstruik vs. Gaziev,Chris Tognoni,Aiemann Zahabi,Javid Basharat,Aiemann Zahabi,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/a7d397cd0f2ac93a
UFC Fight Night: Rozenstruik vs. Gaziev,Mark Smith,Christian Leroy Duncan,Claudio Ribeiro,Christian Leroy Duncan,3,F,Middleweight,M,KO/TKO,Punches to Head From Back Control,2,1:57,http://ufcstats.com/fight-details/3ea7d69a1238f26a
UFC Fight Night: Rozenstruik vs. Gaziev,Keith Peterson,Ludovit Klein,AJ Cunningham,Ludovit Klein,3,F,Lightweight,M,KO/TKO,"Kick to Body At Distance
      Front Kick",1,4:36,http://ufcstats.com/fight-details/4e566db7d26df001
